Date,provincename,Construction,Transportation,Agriculture,Population,Station Name,Max Temp (°C),Total Snow (cm),Total Precip (mm),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Longitude (x),Latitude (y)
01-05-2003,Alberta,12.8918255,14.89300429,13.04794833,7851,Banff,15.7,0.318181818,0,-4.2,5.8,12.2,0,-115.55,51.19
01-06-2003,Alberta,12.88292007,15.77933601,12.87274377,7851,Banff,18.8,0.363636364,3.5,8.3,13.6,4.4,0,-115.55,51.19
01-07-2003,Alberta,14.34813378,15.01219659,13.95174668,7851,Banff,20.7,0.363636364,0,2.4,11.6,6.4,0,-115.55,51.19
01-08-2003,Alberta,14.46385445,15.20507597,13.55253202,7851,Banff,31.3,0.363636364,0,6.6,19,0,1,-115.55,51.19
01-09-2003,Alberta,13.95040308,14.62603117,13.54108976,7851,Banff,23.5,0.581818182,0,4.8,14.2,3.8,0,-115.55,51.19
01-10-2003,Alberta,13.88358835,15.43102445,13.67873719,7851,Banff,23.6,0.854545455,0,-2.7,10.5,7.5,0,-115.55,51.19
01-11-2003,Alberta,13.49216384,15.46554844,13.772721,7851,Banff,-3.7,0.854545455,0.5,-9.4,-6.6,24.6,0,-115.55,51.19
01-12-2003,Alberta,14.34151521,15.84431964,14.08976515,7851,Banff,-6.2,0.536363636,0,-17.8,-12,30,0,-115.55,51.19
01-01-2004,Alberta,14.5551023,16.41722031,14.11004575,7851,Banff,-11.4,0.590909091,0,-22.9,-17.2,35.2,0,-115.55,51.19
01-02-2004,Alberta,14.33392065,15.07314703,14.10761445,7851,Banff,-4.9,0.845454545,2.4,-19.7,-12.3,30.3,0,-115.55,51.19
01-03-2004,Alberta,14.83826291,15.72152279,14.32623237,7851,Banff,0.1,0.845454545,3,-8.1,-4,22,0,-115.55,51.19
01-04-2004,Alberta,14.8419449,15.32934344,14.37564394,7851,Banff,3.8,1.245454545,0,-4.1,-0.2,18.2,0,-115.55,51.19
01-05-2004,Alberta,14.26472078,15.72046334,14.44882369,7851,Banff,20.9,1.218181818,0,-3.7,8.6,9.4,0,-115.55,51.19
01-06-2004,Alberta,14.29481692,15.7211875,14.35520934,7851,Banff,14.2,1.218181818,0.6,0.6,7.4,10.6,0,-115.55,51.19
01-07-2004,Alberta,14.02033253,16.02581345,14.28859306,7851,Banff,21.3,1.218181818,2.8,8.9,15.1,2.9,0,-115.55,51.19
01-08-2004,Alberta,15.0572926,16.05573163,15.35390979,7851,Banff,17.5,1.090909091,0,11.4,14.5,3.5,0,-115.55,51.19
01-09-2004,Alberta,14.86630294,15.96060694,15.05198008,7851,Banff,15.6,0.818181818,4.4,3.9,9.8,8.2,0,-115.55,51.19
01-10-2004,Alberta,14.8299633,15.85279827,15.04443133,7851,Banff,14.3,0.818181818,0.2,-4.5,4.9,13.1,0,-115.55,51.19
01-11-2004,Alberta,15.11696594,16.63537148,15.1079173,7851,Banff,0.6,0.881818182,0,-11.1,-5.3,23.3,0,-115.55,51.19
01-12-2004,Alberta,15.59052536,17.36896074,14.90575118,7851,Banff,-1.9,0.827272727,0,-8.8,-5.4,23.4,0,-115.55,51.19
01-01-2005,Alberta,16.61962925,16.64877465,15.16407002,7851,Banff,-20,0.9,1,-25.5,-22.8,40.8,0,-115.55,51.19
01-02-2005,Alberta,17.69104729,16.88229466,14.75596002,7851,Banff,5.7,1.009090909,0,1.4,3.6,14.4,0,-115.55,51.19
01-03-2005,Alberta,16.43792196,16.79919493,14.60727121,7851,Banff,7,0.609090909,0,-3.4,1.8,16.2,0,-115.55,51.19
01-04-2005,Alberta,16.63971848,17.18160118,14.67291062,7851,Banff,4.4,0.590909091,0.7,-1,1.7,16.3,0,-115.55,51.19
01-05-2005,Alberta,16.11363048,18.16783181,14.6131303,7851,Banff,7.7,1.590909091,0,-4.6,1.6,16.4,0,-115.55,51.19
01-06-2005,Alberta,15.75653832,17.62447832,14.23908564,7851,Banff,12.6,1.645454545,3.6,2.1,7.4,10.6,0,-115.55,51.19
01-07-2005,Alberta,16.74022657,17.33964484,14.80725925,7851,Banff,19.9,1.636363636,1.2,6.1,13,5,0,-115.55,51.19
01-08-2005,Alberta,16.44636242,17.44794101,14.76226426,7851,Banff,27.8,1.636363636,0,6.3,17.1,0.9,0,-115.55,51.19
01-09-2005,Alberta,16.4889395,16.84472209,15.01050825,7851,Banff,19,1.636363636,0,3.7,11.4,6.6,0,-115.55,51.19
01-10-2005,Alberta,16.25170189,18.52886952,15.43348565,7851,Banff,7.6,1.636363636,11,-1.5,3.1,14.9,0,-115.55,51.19
01-11-2005,Alberta,17.42954835,18.47710343,15.34432743,7851,Banff,2.1,1.636363636,0.6,-0.7,0.7,17.3,0,-115.55,51.19
01-12-2005,Alberta,16.6418225,17.46049125,15.42363609,7851,Banff,-16.2,1.545454545,0.9,-30.3,-23.3,41.3,0,-115.55,51.19
01-01-2006,Alberta,17.78937854,18.25742664,16.02896199,7851,Banff,1.7,1.436363636,0,-5.3,-1.8,19.8,0,-115.55,51.19
01-02-2006,Alberta,17.53591595,19.03666226,16.25143259,7851,Banff,1.4,1.436363636,0,-4.9,-1.8,19.8,0,-115.55,51.19
01-03-2006,Alberta,18.73509685,19.61413836,15.83317947,7851,Banff,3.4,1.436363636,0.7,-15.6,-6.1,24.1,0,-115.55,51.19
01-04-2006,Alberta,17.54042859,19.4433108,15.16080536,7851,Banff,9.8,0.436363636,0,-2,3.9,14.1,0,-115.55,51.19
01-05-2006,Alberta,18.13794381,19.39169568,15.43330391,7851,Banff,8,0.827272727,2.6,-3,2.5,15.5,0,-115.55,51.19
01-06-2006,Alberta,17.89804628,18.5446032,16.06223948,7851,Banff,22.4,0.745454545,0,3.5,13,5,0,-115.55,51.19
01-07-2006,Alberta,18.2087414,19.67887181,16.07157337,7851,Banff,25.5,0.745454545,0,4.8,15.2,2.8,0,-115.55,51.19
01-08-2006,Alberta,18.44908032,18.70557635,15.72429567,7851,Banff,18.7,0.781818182,0,2.2,10.5,7.5,0,-115.55,51.19
01-09-2006,Alberta,18.26754359,17.74631853,15.15066598,7851,Banff,20.9,0.754545455,0,-0.9,10,8,0,-115.55,51.19
01-10-2006,Alberta,19.72276466,18.23154752,14.98935528,7851,Banff,14.5,0.754545455,4.9,1.6,8.1,9.9,0,-115.55,51.19
01-11-2006,Alberta,19.52788964,18.54047918,15.26308486,7851,Banff,-3.6,0.790909091,0,-19.1,-11.4,29.4,0,-115.55,51.19
01-12-2006,Alberta,20.19454854,19.55045875,15.6114279,7851,Banff,-7,0.790909091,0,-16.2,-11.6,29.6,0,-115.55,51.19
01-01-2007,Alberta,20.27598572,19.17205207,14.90537132,7851,Banff,-0.6,0.790909091,0.4,-11.4,-6,24,0,-115.55,51.19
01-02-2007,Alberta,21.45258378,19.9923915,15.29303785,7851,Banff,-4.4,0.790909091,0.4,-19.8,-12.1,30.1,0,-115.55,51.19
01-03-2007,Alberta,20.78833725,18.72208191,14.97406578,7851,Banff,-2.6,0.790909091,0,-16.8,-9.7,27.7,0,-115.55,51.19
01-04-2007,Alberta,19.57920211,20.23628832,13.55661789,7851,Banff,-0.4,0.6,3,-8.2,-4.3,22.3,0,-115.55,51.19
01-05-2007,Alberta,19.77944574,19.21788347,14.04623731,7851,Banff,11.2,0.6,0,-1.3,5,13,0,-115.55,51.19
01-06-2007,Alberta,20.43091654,19.50446884,14.65460525,7851,Banff,25.6,0.618181818,0,2.9,14.3,3.7,0,-115.55,51.19
01-07-2007,Alberta,23.61426146,19.10602414,14.59950917,7851,Banff,21.1,1.445454545,0,1,11.1,6.9,0,-115.55,51.19
01-08-2007,Alberta,21.24807631,18.63037677,15.52003201,7851,Banff,25.3,1.409090909,0,2.4,13.9,4.1,0,-115.55,51.19
01-09-2007,Alberta,20.56008,18.60460214,15.71828879,7851,Banff,19.6,1.409090909,2.8,8.1,13.9,4.1,0,-115.55,51.19
01-10-2007,Alberta,21.11685734,19.39603201,14.98434831,7851,Banff,11,1.209090909,0,3.1,7.1,10.9,0,-115.55,51.19
01-11-2007,Alberta,22.09277338,18.671402,14.88233497,7851,Banff,3.7,1.209090909,0.2,-2.2,0.8,17.2,0,-115.55,51.19
01-12-2007,Alberta,20.86996878,18.86884374,14.36992128,7851,Banff,-16.4,1.209090909,9.5,-24.7,-20.6,38.6,0,-115.55,51.19
01-01-2008,Alberta,21.36290596,18.51050684,13.95527361,7851,Banff,-10.5,1.209090909,0,-20.1,-15.3,33.3,0,-115.55,51.19
01-02-2008,Alberta,22.76905322,17.7087913,13.75358709,7851,Banff,-3.1,1.409090909,0,-22.1,-12.6,30.6,0,-115.55,51.19
01-03-2008,Alberta,22.29528906,18.89167807,14.5539124,7851,Banff,4.5,1.281818182,0.8,-1.7,1.4,16.6,0,-115.55,51.19
01-04-2008,Alberta,21.58665557,17.34593896,13.58835457,7851,Banff,0.7,1.281818182,0,-15.6,-7.5,25.5,0,-115.55,51.19
01-05-2008,Alberta,21.6717008,16.87410187,13.80361312,7851,Banff,9.2,1.263636364,0,-2.8,3.2,14.8,0,-115.55,51.19
01-06-2008,Alberta,21.56471597,17.94923559,14.84634245,7851,Banff,19,0.4,0,0.6,9.8,8.2,0,-115.55,51.19
01-07-2008,Alberta,21.44150862,18.14533284,14.97217547,7851,Banff,17.3,0.536363636,2.2,11.3,14.3,3.7,0,-115.55,51.19
01-08-2008,Alberta,22.30737197,18.80000665,15.47437306,7851,Banff,16.5,0.654545455,1.4,9.2,12.9,5.1,0,-115.55,51.19
01-09-2008,Alberta,22.70627641,18.37514646,14.62603266,7851,Banff,11.1,0.581818182,0,-0.1,5.5,12.5,0,-115.55,51.19
01-10-2008,Alberta,23.33093842,19.46709126,15.63126704,7851,Banff,24.7,0.6,0,1.6,13.2,4.8,0,-115.55,51.19
01-11-2008,Alberta,22.71521451,19.02725341,14.53149299,7851,Banff,13.1,0.681818182,0,3,8.1,9.9,0,-115.55,51.19
01-12-2008,Alberta,22.38468345,18.09694183,14.13965339,7851,Banff,7.4,0.827272727,1.5,-3.4,2,16,0,-115.55,51.19
01-01-2009,Alberta,18.79345542,18.67495736,16.42720828,7851,Banff,-6.9,0.627272727,1.3,-15.4,-11.2,29.2,0,-115.55,51.19
01-02-2009,Alberta,17.07278433,18.31249156,14.88855039,7851,Banff,-2.9,0.5,0,-8.4,-5.7,23.7,0,-115.55,51.19
01-03-2009,Alberta,16.44792945,19.10235774,14.17644739,7851,Banff,4.3,0.5,0.2,-7.8,-1.8,19.8,0,-115.55,51.19
01-04-2009,Alberta,15.95850646,19.46502473,13.29539602,7851,Banff,1.4,0.981818182,0.9,-5.1,-1.9,19.9,0,-115.55,51.19
01-05-2009,Alberta,16.17608168,18.35938713,13.66536146,7851,Banff,12.3,0.981818182,1.6,-3.5,4.4,13.6,0,-115.55,51.19
01-06-2009,Alberta,16.64357374,18.02016217,13.85497972,7851,Banff,13.3,0.9,0,3,8.2,9.8,0,-115.55,51.19
01-07-2009,Alberta,16.14081173,17.00655762,13.96761984,7851,Banff,20.4,0.836363636,0,-3,8.7,9.3,0,-115.55,51.19
01-08-2009,Alberta,16.22328507,17.2302256,13.50443254,7851,Banff,28.8,0.836363636,0,6.4,17.6,0.4,0,-115.55,51.19
01-09-2009,Alberta,17.47953038,16.7394163,13.47129134,7851,Banff,28.3,0.818181818,5.3,3.1,15.7,2.3,0,-115.55,51.19
01-10-2009,Alberta,17.23354007,16.81295122,13.61571604,7851,Banff,9.4,0.736363636,0,-1.6,3.9,14.1,0,-115.55,51.19
01-11-2009,Alberta,18.32872732,16.47660537,12.96481232,7851,Banff,4.6,0.590909091,0.6,-3.3,0.7,17.3,0,-115.55,51.19
01-12-2009,Alberta,17.19054939,17.66199659,13.8736476,7851,Banff,-6.3,0.590909091,0.6,-18.7,-12.5,30.5,0,-115.55,51.19
01-01-2010,Alberta,20.78644073,16.87259705,14.01636223,7851,Banff,-3.2,0.754545455,0,-18.9,-11.1,29.1,0,-115.55,51.19
01-02-2010,Alberta,19.98651548,17.06701861,13.94908329,7851,Banff,1.6,0.754545455,0,-9.6,-4,22,0,-115.55,51.19
01-03-2010,Alberta,19.81794852,18.6564741,14.06847752,7851,Banff,10.3,1.5,0,-4.6,2.9,15.1,0,-115.55,51.19
01-04-2010,Alberta,19.73147372,19.088363,14.16564584,7851,Banff,6,1.5,0,-8,-1,19,0,-115.55,51.19
01-05-2010,Alberta,20.26052306,19.69352737,15.3723115,7851,Banff,11.8,1.445454545,0,-5.7,3.1,14.9,0,-115.55,51.19
01-06-2010,Alberta,20.29003616,19.97231439,15.3673454,7851,Banff,16.2,1.509090909,1.8,-0.7,7.8,10.2,0,-115.55,51.19
01-07-2010,Alberta,19.49590703,19.39816462,15.63549044,7851,Banff,16.6,1.509090909,0,-3.2,6.7,11.3,0,-115.55,51.19
01-08-2010,Alberta,20.59285653,19.05117066,15.36920965,7851,Banff,21.6,1.509090909,13.5,8.6,15.1,2.9,0,-115.55,51.19
01-09-2010,Alberta,20.99948948,18.32620136,15.10394585,7851,Banff,15.4,1.509090909,0,1.5,8.5,9.5,0,-115.55,51.19
01-10-2010,Alberta,21.39187029,18.00786614,15.36701483,7851,Banff,20.7,1.554545455,0,-3.3,8.7,9.3,0,-115.55,51.19
01-11-2010,Alberta,20.83489778,18.02801118,15.66068493,7851,Banff,7.9,1.6,1.3,3.5,5.7,12.3,0,-115.55,51.19
01-12-2010,Alberta,21.3011331,19.44364408,15.75091248,7851,Banff,-2.5,1.436363636,0,-9.7,-6.1,24.1,0,-115.55,51.19
01-01-2011,Alberta,21.21301878,21.07556075,14.74496772,7851,Banff,-12.8,1.436363636,0,-19.9,-16.4,34.4,0,-115.55,51.19
01-02-2011,Alberta,21.23692478,19.1178723,14.9339283,7851,Banff,-10,0.209090909,0,-30.7,-20.4,38.4,0,-115.55,51.19
01-03-2011,Alberta,21.99627251,20.10105095,15.53242751,7851,Banff,-16.9,0.209090909,0.5,-32.5,-24.7,42.7,0,-115.55,51.19
01-04-2011,Alberta,22.00426826,19.38006044,15.91435578,7851,Banff,4.5,0.272727273,0.5,-2.2,1.2,16.8,0,-115.55,51.19
01-05-2011,Alberta,23.32074341,19.95797986,15.0202352,7851,Banff,11.8,0.5,0,-6.8,2.5,15.5,0,-115.55,51.19
01-06-2011,Alberta,20.68640298,19.53219183,15.63928228,7851,Banff,16.3,0.5,0,-0.8,7.8,10.2,0,-115.55,51.19
01-07-2011,Alberta,20.73248436,18.22975289,15.54767925,7851,Banff,15.1,0.5,0,4.8,10,8,0,-115.55,51.19
01-08-2011,Alberta,23.71036771,20.56989149,17.18871018,7851,Banff,21.8,0.518181818,0,7,14.4,3.6,0,-115.55,51.19
01-09-2011,Alberta,23.90596678,20.26738932,16.71664384,7851,Banff,15.6,0.472727273,0.7,2.7,9.2,8.8,0,-115.55,51.19
01-10-2011,Alberta,23.7991884,19.85377483,16.9854089,7851,Banff,14.5,0.463636364,3.8,3.7,9.1,8.9,0,-115.55,51.19
01-11-2011,Alberta,23.76283793,19.74160798,16.7767423,7851,Banff,2.6,0.663636364,0,-6.5,-2,20,0,-115.55,51.19
01-12-2011,Alberta,24.52657546,20.57768145,17.02522069,7851,Banff,-1.2,0.681818182,0,-10.9,-6.1,24.1,0,-115.55,51.19
01-01-2012,Alberta,24.94252049,20.01300298,16.46757241,7851,Banff,-8.3,0.681818182,0.2,-17.2,-12.8,30.8,0,-115.55,51.19
01-02-2012,Alberta,25.89202757,20.23914765,16.30249553,7851,Banff,2.5,0.718181818,0,-5.6,-1.6,19.6,0,-115.55,51.19
01-03-2012,Alberta,26.16415018,19.45325621,16.15614589,7851,Banff,-1.2,0.654545455,0.4,-13.7,-7.5,25.5,0,-115.55,51.19
01-04-2012,Alberta,24.42038939,20.6896216,15.83388774,7851,Banff,6.2,0.472727273,2.2,-1.7,2.3,15.7,0,-115.55,51.19
01-05-2012,Alberta,25.5499288,21.24186689,16.55730392,7851,Banff,7.4,0.790909091,0.2,1.1,4.3,13.7,0,-115.55,51.19
01-06-2012,Alberta,25.89255089,20.73810045,16.55453517,7851,Banff,16.5,0.790909091,0,2.7,9.6,8.4,0,-115.55,51.19
01-07-2012,Alberta,25.38322943,21.10396556,15.76180648,7851,Banff,20.5,0.809090909,0.4,9.6,15.1,2.9,0,-115.55,51.19
01-08-2012,Alberta,25.91766914,20.58621705,16.2843814,7851,Banff,22.9,0.809090909,0,5.9,14.4,3.6,0,-115.55,51.19
01-09-2012,Alberta,25.71713721,21.83610524,15.72392918,7851,Banff,14.9,0.772727273,1.8,4.1,9.5,8.5,0,-115.55,51.19
01-10-2012,Alberta,26.70004906,20.54408209,16.09692294,7851,Banff,18.7,0.863636364,3.5,4.8,11.8,6.2,0,-115.55,51.19
01-11-2012,Alberta,25.92436385,21.05921745,16.38812106,7851,Banff,6.4,0.872727273,0,-3.1,1.7,16.3,0,-115.55,51.19
01-12-2012,Alberta,26.10544762,21.0049915,16.13571604,7851,Banff,4.8,0.909090909,0.4,-15.1,-5.2,23.2,0,-115.55,51.19
01-01-2013,Alberta,30.87853127,19.94006852,16.2962891,7851,Banff,-5.7,0.890909091,0,-12.6,-9.2,27.2,0,-115.55,51.19
01-02-2013,Alberta,31.51172986,19.57606916,16.86758834,7851,Banff,5.5,0.890909091,0,-2.4,1.6,16.4,0,-115.55,51.19
01-03-2013,Alberta,29.9050558,20.50708103,17.01681166,7851,Banff,5.6,0.945454545,3.2,-1.4,2.1,15.9,0,-115.55,51.19
01-04-2013,Alberta,30.61832878,20.702197,17.14236441,7851,Banff,15.9,0.627272727,0.3,-6.2,4.9,13.1,0,-115.55,51.19
01-05-2013,Alberta,31.3351665,20.05228422,16.71668563,7851,Banff,8.1,0.645454545,0.4,-9.6,-0.8,18.8,0,-115.55,51.19
01-06-2013,Alberta,29.48345279,20.20749637,16.72995706,7851,Banff,13.8,0.609090909,0.2,1.5,7.7,10.3,0,-115.55,51.19
01-07-2013,Alberta,30.11112876,21.65984328,17.14971546,7851,Banff,31.6,0.609090909,0,9.1,20.4,0,2.4,-115.55,51.19
01-08-2013,Alberta,29.48765752,21.66113262,17.84449247,7851,Banff,21.3,0.609090909,2.4,7.8,14.6,3.4,0,-115.55,51.19
01-09-2013,Alberta,29.5715622,21.91315035,17.90742408,7851,Banff,26.5,0.318181818,0,3.8,15.2,2.8,0,-115.55,51.19
01-10-2013,Alberta,29.89207177,21.3440012,17.78375976,7851,Banff,8.1,0.309090909,0.2,-0.4,3.9,14.1,0,-115.55,51.19
01-11-2013,Alberta,29.19169267,21.65157383,17.86603609,7851,Banff,7.2,0.290909091,0,-2.4,2.4,15.6,0,-115.55,51.19
01-12-2013,Alberta,30.18442961,20.82590343,17.6208308,7851,Banff,0,0.272727273,0,-4,-2,20,0,-115.55,51.19
01-01-2014,Alberta,31.30519978,19.44279378,18.11838136,7851,Banff,1.1,0.290909091,0,-5.3,-2.1,20.1,0,-115.55,51.19
01-02-2014,Alberta,31.97257025,19.98321944,18.65329766,7851,Banff,-8.2,0.072727273,0,-24.3,-16.3,34.3,0,-115.55,51.19
01-03-2014,Alberta,31.62071973,21.41535129,19.122622,7851,Banff,-19.7,0.072727273,0.2,-35.2,-27.5,45.5,0,-115.55,51.19
01-04-2014,Alberta,30.10891629,20.86426971,18.74988847,7851,Banff,5.1,0.054545455,0.2,-7.3,-1.1,19.1,0,-115.55,51.19
01-05-2014,Alberta,31.00540468,23.06752346,18.96749729,7851,Banff,21.1,0.254545455,0,0.5,10.8,7.2,0,-115.55,51.19
01-06-2014,Alberta,32.06779599,22.35966714,19.99156543,7851,Banff,20.5,0.663636364,0.2,0.6,10.6,7.4,0,-115.55,51.19
01-07-2014,Alberta,31.25692815,22.54347969,19.64850609,7851,Banff,24.8,0.663636364,0,1.2,13,5,0,-115.55,51.19
01-08-2014,Alberta,30.6638326,23.67428691,19.22937702,7851,Banff,27.2,0.663636364,0,11.7,19.5,0,1.5,-115.55,51.19
01-09-2014,Alberta,31.32039077,24.34110491,19.35693942,7851,Banff,17,0.663636364,0,4.1,10.6,7.4,0,-115.55,51.19
01-10-2014,Alberta,31.76514148,23.31660376,18.43141029,7851,Banff,12.1,0.645454545,2.2,-1.1,5.5,12.5,0,-115.55,51.19
01-11-2014,Alberta,30.41597255,23.62270712,18.9950755,7851,Banff,6.5,0.645454545,4.5,0.3,3.4,14.6,0,-115.55,51.19
01-12-2014,Alberta,32.75022784,24.94526687,18.66542505,7851,Banff,-14.2,0.745454545,0,-21.6,-17.9,35.9,0,-115.55,51.19
01-01-2015,Alberta,27.61889682,24.01142589,19.5617034,7851,Banff,-7.7,0.745454545,0,-14.5,-11.1,29.1,0,-115.55,51.19
01-02-2015,Alberta,27.79632064,23.01373062,18.84058404,7851,Banff,-5.4,1,0.2,-19.6,-12.5,30.5,0,-115.55,51.19
01-03-2015,Alberta,27.1564581,23.53983604,17.99092962,7851,Banff,1.5,1,0,-16.7,-7.6,25.6,0,-115.55,51.19
01-04-2015,Alberta,26.41613028,23.60432593,17.71672426,7851,Banff,4.4,0.8,0,-2,1.2,16.8,0,-115.55,51.19
01-05-2015,Alberta,27.90426826,22.2478003,18.00724596,7851,Banff,12.2,0.390909091,1.3,1.2,6.7,11.3,0,-115.55,51.19
01-06-2015,Alberta,26.48825341,20.86592316,18.61430006,7851,Banff,21.7,0.618181818,0,-0.3,10.7,7.3,0,-115.55,51.19
01-07-2015,Alberta,25.18608433,22.40668919,19.59545303,7851,Banff,23.4,0.618181818,2.8,9.5,16.5,1.5,0,-115.55,51.19
01-08-2015,Alberta,26.27243597,21.8888742,19.119267,7851,Banff,29,0.6,0,3,16,2,0,-115.55,51.19
01-09-2015,Alberta,26.1385501,21.54497259,18.24864693,7851,Banff,17.4,0.6,0,9.3,13.4,4.6,0,-115.55,51.19
01-10-2015,Alberta,25.77428152,21.60510021,18.28109155,7851,Banff,20,0.618181818,0,-1.6,9.2,8.8,0,-115.55,51.19
01-11-2015,Alberta,25.32781894,21.09920661,17.46124283,7851,Banff,3.4,0.5,2.5,-1.7,0.9,17.1,0,-115.55,51.19
01-12-2015,Alberta,24.87540728,22.31657858,17.80516387,7851,Banff,-4.8,0.5,0,-12.2,-8.5,26.5,0,-115.55,51.19
01-01-2016,Alberta,23.2714089,21.91634592,18.81942758,7851,Banff,-7.4,0.345454545,0,-18.3,-12.9,30.9,0,-115.55,51.19
01-02-2016,Alberta,22.37521096,22.42350986,17.31702271,7851,Banff,-1.2,0.345454545,0,-12.8,-7,25,0,-115.55,51.19
01-03-2016,Alberta,22.59454525,21.98407211,16.79410421,7851,Banff,2.5,0.345454545,0.2,-6.2,-1.9,19.9,0,-115.55,51.19
01-04-2016,Alberta,23.00929,22.10182039,17.57166266,7851,Banff,17.2,0.345454545,0,-1.9,7.7,10.3,0,-115.55,51.19
01-05-2016,Alberta,20.00319881,21.5791834,14.85837001,7851,Banff,21.1,2.4,0,-4.1,8.5,9.5,0,-115.55,51.19
01-06-2016,Alberta,20.66804222,22.46888093,16.56351498,7851,Banff,18.1,2.545454545,1.1,5.2,11.7,6.3,0,-115.55,51.19
01-07-2016,Alberta,19.63576491,23.41816403,17.78327589,7851,Banff,24.5,2.545454545,0,7.2,15.9,2.1,0,-115.55,51.19
01-08-2016,Alberta,21.31909104,22.61918898,18.44605701,7851,Banff,22,2.6,0,5.4,13.7,4.3,0,-115.55,51.19
01-09-2016,Alberta,21.70263577,22.25571657,19.32321278,7851,Banff,21.5,2.772727273,0,3.1,12.3,5.7,0,-115.55,51.19
