Date,provincename,Construction,Transportation,Agriculture,Population,Station Name,Max Temp (Â°C),Total Snow (cm),Total Precip (mm),Min Temp (Â°C),Mean Temp (Â°C),Heat Deg Days (Â°C),Cool Deg Days (Â°C),Longitude (x),Latitude (y)
2019-03-01,Ontario,8.713387831,3.931619613,10.83463482,2753,Atikon,-7.9,0.354545455,0,-25.2,-16.5,34.5,0,-91.63,48.76
2019-04-01,Ontario,8.589378772,3.856744851,10.2738638,2753,Atikon,2,1.009090909,0,-8.9,-3.5,21.5,0,-91.63,48.76
2019-05-01,Ontario,8.755824959,4.081120003,10.8020715,2753,Atikon,5.2,1.009090909,1.2,0.4,2.8,15.2,0,-91.63,48.76
2019-06-01,Ontario,8.691466145,4.150124283,11.42619813,2753,Atikon,17.6,1.154545455,0,2.4,10,8,0,-91.63,48.76
2019-07-01,Ontario,8.779749402,4.095886705,11.49475744,2753,Atikon,27.5,1.154545455,0,11.8,19.7,0,1.7,-91.63,48.76
2019-08-01,Ontario,8.950192647,3.943758689,11.94914814,2753,Atikon,26.8,1.036363636,1.4,12.6,19.7,0,1.7,-91.63,48.76
2019-09-01,Ontario,9.00018396,3.958454938,12.02675618,2753,Atikon,15.8,1.554545455,7.2,9.5,12.6,5.4,0,-91.63,48.76
2019-10-01,Ontario,9.235229513,4.080230656,12.31309278,2753,Atikon,9.7,1.554545455,0,5,7.4,10.6,0,-91.63,48.76
2019-11-01,Ontario,9.118379172,4.193416202,11.66907396,2753,Atikon,0.1,1.445454545,1.6,-3.8,-1.9,19.9,0,-91.63,48.76
2019-12-01,Ontario,8.994967611,4.124588405,11.40067859,2753,Atikon,-3.8,1.445454545,0,-19,-11.4,29.4,0,-91.63,48.76
2020-01-01,Ontario,9.841532371,4.113969735,12.25859671,2753,Atikon,-6.1,1.727272727,0,-21.9,-14,32,0,-91.63,48.76
2020-02-01,Ontario,9.584816052,4.024850359,11.73094551,2753,Atikon,1.1,1.6,5.7,-4.6,-1.7,19.7,0,-91.63,48.76
2020-03-01,Ontario,9.193428427,3.572657379,11.23687229,2753,Atikon,3.3,1.790909091,0,-8.6,-2.6,20.6,0,-91.63,48.76
2020-04-01,Ontario,7.474087291,2.6543215,11.0132295,2753,Atikon,7.9,2.672727273,0,-8.3,-0.2,18.2,0,-91.63,48.76
2020-05-01,Ontario,8.006359767,2.632794557,11.12214659,2753,Atikon,22,2.527272727,0,0.6,11.3,6.7,0,-91.63,48.76
2020-06-01,Ontario,8.900905163,2.902594762,10.86686805,2753,Atikon,21.3,2.590909091,3.1,4.5,12.9,5.1,0,-91.63,48.76
2020-07-01,Ontario,8.727525627,2.9624839,11.62366726,2753,Atikon,32,2.590909091,0,19.1,25.5,0,7.5,-91.63,48.76
2020-08-01,Ontario,8.914587146,2.921226175,10.98576528,2753,Atikon,22.7,2.28,9.3,11.8,17.2,0.8,0,-91.63,48.76
2020-09-01,Ontario,9.072698485,2.967412176,10.87930772,2753,Atikon,19.4,2.533333333,9.7,4,11.7,6.3,0,-91.63,48.76
2020-10-01,Ontario,9.519690802,2.89077462,10.65827366,2753,Atikon,5.7,2.85,0,0.8,3.3,14.7,0,-91.63,48.76
2020-11-01,Ontario,9.435521495,2.819228444,11.70400137,2753,Atikon,-1.9,3.257142857,0.7,-6.9,-4.4,22.4,0,-91.63,48.76
2020-12-01,Ontario,9.682644347,2.81685631,11.04760662,2753,Atikon,1.1,3.283333333,0,-18.4,-8.7,26.7,0,-91.63,48.76
2013-01-01,Ontario,17.52352909,4.056518198,5.209697713,3881,Bancroft,-6.9,1.016666667,0.4,-18.8,-12.9,30.9,0,-77.88,45.07
2013-02-01,Ontario,17.02339133,4.008272461,5.563669679,3881,Bancroft,-11.6,0.871428571,0,-16.8,-14.2,32.2,0,-77.88,45.07
2013-03-01,Ontario,17.48147695,4.140209629,5.201388143,3881,Bancroft,-2.8,2.725,0.2,-9.4,-6.1,24.1,0,-77.88,45.07
2013-04-01,Ontario,17.51056847,4.184659194,5.628240763,3881,Bancroft,4,2.422222222,0.7,-7.3,-1.7,19.7,0,-77.88,45.07
2013-05-01,Ontario,17.58241146,4.090846666,5.914030058,3881,Bancroft,23.6,2.18,3,6.7,15.2,2.8,0,-77.88,45.07
2013-06-01,Ontario,17.51959427,4.133869412,5.511603996,3881,Bancroft,23.8,3.354545455,1.8,18,20.9,0,2.9,-77.88,45.07
2013-07-01,Ontario,17.27354843,3.806436839,6.390442168,3881,Bancroft,18.9,3.990909091,0,7.5,13.2,4.8,0,-77.88,45.07
2013-08-01,Ontario,18.99466905,4.044097193,5.933776744,3881,Bancroft,23.7,3.990909091,15.7,12.8,18.3,0,0.3,-77.88,45.07
2013-09-01,Ontario,18.21488174,4.079015157,5.99068893,3881,Bancroft,25.2,5.027272727,0,11.7,18.5,0,0.5,-77.88,45.07
2013-10-01,Ontario,18.24524941,4.144359264,5.896176836,3881,Bancroft,22,5.354545455,0,8.9,15.5,2.5,0,-77.88,45.07
2013-11-01,Ontario,19.02546341,4.144181185,5.785719781,3881,Bancroft,14.1,5.081818182,15.1,4.6,9.4,8.6,0,-77.88,45.07
2013-12-01,Ontario,17.6583832,4.149906299,5.366229777,3881,Bancroft,0.3,5.3,7.4,-2.6,-1.2,19.2,0,-77.88,45.07
2014-01-01,Ontario,17.32354397,4.497331094,5.273483231,3881,Bancroft,-15.8,5.3,0,-26.4,-21.1,39.1,0,-77.88,45.07
2014-02-01,Ontario,17.45076867,4.448573965,4.990718748,3881,Bancroft,-2.3,5.072727273,11.6,-22.4,-12.4,30.4,0,-77.88,45.07
2014-03-01,Ontario,17.03199958,4.383382124,5.621044489,3881,Bancroft,-4.5,5.072727273,4.3,-17.5,-11,29,0,-77.88,45.07
2014-04-01,Ontario,17.4796098,4.26774751,5.872069017,3881,Bancroft,2.7,5.090909091,0,-7.5,-1.2,19.2,0,-77.88,45.07
2014-05-01,Ontario,18.21225289,4.451547102,5.685889277,3881,Bancroft,13.4,3.718181818,4.2,5.8,9.6,8.4,0,-77.88,45.07
2014-06-01,Ontario,18.46719219,4.432628939,5.725673312,3881,Bancroft,25.5,3.154545455,0,3.7,14.6,3.4,0,-77.88,45.07
2014-07-01,Ontario,18.68291734,4.414154546,5.49130345,3881,Bancroft,27.6,3.190909091,13.2,18,22.8,0,4.8,-77.88,45.07
2014-08-01,Ontario,19.09074146,4.424748455,5.30817281,3881,Bancroft,25.8,2.363636364,0,8.9,17.4,0.6,0,-77.88,45.07
2014-09-01,Ontario,19.11880723,4.197853144,5.359285597,3881,Bancroft,25.9,1.990909091,0.2,14.3,20.1,0,2.1,-77.88,45.07
2014-10-01,Ontario,19.19034935,4.181782415,5.899173704,3881,Bancroft,16.8,1.990909091,0,6.8,11.8,6.2,0,-77.88,45.07
2014-11-01,Ontario,18.98566996,4.259438834,6.007388645,3881,Bancroft,0.9,1.609090909,1.2,-2.7,-0.9,18.9,0,-77.88,45.07
2014-12-01,Ontario,17.87370252,4.252131524,5.728533384,3881,Bancroft,2.6,1.609090909,0.4,-14,-5.7,23.7,0,-77.88,45.07
2015-01-01,Ontario,19.41071622,4.361225323,4.739529528,3881,Bancroft,-4.9,0.409090909,2.5,-10.3,-7.6,25.6,0,-77.88,45.07
2015-02-01,Ontario,18.85279266,4.37075953,5.075471182,3881,Bancroft,-10.2,0.581818182,0.2,-22.1,-16.2,34.2,0,-77.88,45.07
2015-03-01,Ontario,19.3483531,4.534932792,5.144999696,3881,Bancroft,-3.6,0.6,0,-25,-14.3,32.3,0,-77.88,45.07
2015-04-01,Ontario,19.19308125,4.326857709,5.342201051,3881,Bancroft,6,0.6,0,-12.7,-3.4,21.4,0,-77.88,45.07
2015-05-01,Ontario,19.51489469,4.448697155,5.708281749,3881,Bancroft,19.9,0.490909091,0,0.4,10.2,7.8,0,-77.88,45.07
2015-06-01,Ontario,20.13599415,4.502349076,6.015185882,3881,Bancroft,16.7,1.690909091,0,0.3,8.5,9.5,0,-77.88,45.07
2015-07-01,Ontario,19.75835148,4.379572901,5.708923845,3881,Bancroft,20.7,1.790909091,1.9,9.2,15,3,0,-77.88,45.07
2015-08-01,Ontario,20.06859025,4.596234371,6.246968275,3881,Bancroft,25,2.1,0.4,9.1,17.1,0.9,0,-77.88,45.07
2015-09-01,Ontario,19.97391617,4.626277898,6.221191167,3881,Bancroft,27.3,2.118181818,0,13.6,20.5,0,2.5,-77.88,45.07
2015-10-01,Ontario,19.60631846,4.552895626,5.688734312,3881,Bancroft,12.5,3.154545455,0,0.7,6.6,11.4,0,-77.88,45.07
2015-11-01,Ontario,20.76042031,4.769987441,5.85647482,3881,Bancroft,10.4,3.154545455,13.6,4.2,7.3,10.7,0,-77.88,45.07
2015-12-01,Ontario,19.88492814,4.630326625,5.507130326,3881,Bancroft,2.1,3.327272727,3.6,-11.9,-4.9,22.9,0,-77.88,45.07
2016-01-01,Ontario,19.88593692,4.642395379,5.56166672,3881,Bancroft,-1.8,3.154545455,3.6,-5.8,-3.8,21.8,0,-77.88,45.07
2016-02-01,Ontario,19.78623647,4.518376498,5.482304189,3881,Bancroft,7.5,4.245454545,0.2,-1.2,3.2,14.8,0,-77.88,45.07
2016-03-01,Ontario,19.69152046,4.767402574,6.053128564,3881,Bancroft,-9.9,4.245454545,11.4,-22.4,-16.2,34.2,0,-77.88,45.07
2016-04-01,Ontario,19.15305266,4.659996082,5.230032786,3881,Bancroft,11.1,4.263636364,0,-2.4,4.4,13.6,0,-77.88,45.07
2016-05-01,Ontario,20.20518137,4.572759172,5.839466393,3881,Bancroft,8.4,3.172727273,1.9,0.2,4.3,13.7,0,-77.88,45.07
2016-06-01,Ontario,19.60201714,4.48240786,5.485379973,3881,Bancroft,23.2,2.845454545,0,3.1,13.2,4.8,0,-77.88,45.07
2016-07-01,Ontario,19.12045419,4.493459853,6.129615662,3881,Bancroft,23.2,2.981818182,12.4,8.2,15.7,2.3,0,-77.88,45.07
2016-08-01,Ontario,19.43872979,4.682899586,5.361107082,3881,Bancroft,28.8,2.990909091,0,11.7,20.3,0,2.3,-77.88,45.07
2016-09-01,Ontario,19.57547995,4.718346088,5.564653986,3881,Bancroft,19.6,2.1,0.2,7.7,13.7,4.3,0,-77.88,45.07
2016-10-01,Ontario,20.27010038,4.726967825,6.148888883,3881,Bancroft,15.9,4.818181818,1.6,7.3,11.6,6.4,0,-77.88,45.07
2016-11-01,Ontario,20.26206291,4.646951213,5.576653937,3881,Bancroft,11,4.663636364,0,-2.2,4.4,13.6,0,-77.88,45.07
2016-12-01,Ontario,20.6866353,4.559637681,5.846310506,3881,Bancroft,6.4,8.681818182,5.1,2.5,4.5,13.5,0,-77.88,45.07
2017-01-01,Ontario,20.28687024,4.718606717,5.903887731,3881,Bancroft,-0.4,7.554545455,0.3,-15.8,-8.1,26.1,0,-77.88,45.07
2017-02-01,Ontario,19.93951713,4.600150513,5.891345682,3881,Bancroft,-2,7.972727273,1.6,-13,-7.5,25.5,0,-77.88,45.07
2017-03-01,Ontario,19.87659035,4.588953306,5.877974532,3881,Bancroft,4,7.972727273,29.9,-8.2,-2.1,20.1,0,-77.88,45.07
2017-04-01,Ontario,19.60417154,4.870323073,5.899219443,3881,Bancroft,9.9,7.827272727,0.2,-4.1,2.9,15.1,0,-77.88,45.07
2017-05-01,Ontario,20.37872575,4.846982651,6.241736246,3881,Bancroft,13.6,7.845454545,44.2,2,7.8,10.2,0,-77.88,45.07
2017-06-01,Ontario,20.47342194,4.814246377,5.717158197,3881,Bancroft,14.7,7.445454545,0,3.8,9.3,8.7,0,-77.88,45.07
2017-07-01,Ontario,19.60209452,4.838003124,5.591445405,3881,Bancroft,25.4,7.418181818,4.6,15.6,20.5,0,2.5,-77.88,45.07
2017-08-01,Ontario,20.31095268,4.98237709,5.817216647,3881,Bancroft,28.7,7.309090909,0.2,10.7,19.7,0,1.7,-77.88,45.07
2017-09-01,Ontario,20.94460843,4.881597526,6.020165393,3881,Bancroft,16.8,4.618181818,0,0.3,8.6,9.4,0,-77.88,45.07
2017-10-01,Ontario,20.90795219,5.006718034,5.422957305,3881,Bancroft,17.6,4.6,0.2,0.5,9.1,8.9,0,-77.88,45.07
2017-11-01,Ontario,20.82436654,4.815667555,5.520319983,3881,Bancroft,5.4,0.581818182,0.7,0.4,2.9,15.1,0,-77.88,45.07
2017-12-01,Ontario,20.93033794,4.894146068,5.05936614,3881,Bancroft,2.4,0.6,0,-1.6,0.4,17.6,0,-77.88,45.07
2018-01-01,Ontario,21.23714588,4.725692913,5.210383993,3881,Bancroft,-15.6,0.181818182,0.4,-36.4,-26,44,0,-77.88,45.07
2018-02-01,Ontario,21.96241588,4.796819886,5.627609867,3881,Bancroft,1.9,0.163636364,0.3,-18.6,-8.4,26.4,0,-77.88,45.07
2018-03-01,Ontario,22.05907404,4.883247807,5.993247803,3881,Bancroft,2.4,0.163636364,0,-4.5,-1.1,19.1,0,-77.88,45.07
2018-04-01,Ontario,21.93486594,4.855322848,5.845817441,3881,Bancroft,0.4,0.145454545,0,-9.8,-4.7,22.7,0,-77.88,45.07
2018-05-01,Ontario,22.26075554,4.78814518,5.946519608,3881,Bancroft,25.6,0.809090909,0.2,-2.1,11.8,6.2,0,-77.88,45.07
2018-06-01,Ontario,22.69772469,4.882139944,6.319981113,3881,Bancroft,22.2,1.909090909,0,17.9,13.4,4.6,0,-77.88,45.07
2018-07-01,Ontario,21.90947856,5.079465794,6.722744985,3881,Bancroft,33.4,1.909090909,0,19.3,26.4,0,8.4,-77.88,45.07
2018-08-01,Ontario,22.18182329,4.877761086,6.149340287,3881,Bancroft,27.5,2.227272727,0,17.6,22.6,0,4.6,-77.88,45.07
2018-09-01,Ontario,22.02929871,4.896241187,5.820733548,3881,Bancroft,27.3,2.263636364,0,10.6,19,0,1,-77.88,45.07
2018-10-01,Ontario,22.13207988,4.947476584,5.770291333,3881,Bancroft,11.4,2.263636364,8,4.9,8.2,9.8,0,-77.88,45.07
2018-11-01,Ontario,20.30545569,4.759683952,5.106000456,3881,Bancroft,8.3,2.263636364,12.1,1.2,4.7,13.3,0,-77.88,45.07
2018-12-01,Ontario,21.13006376,5.08532354,5.156022547,3881,Bancroft,-0.5,3.063636364,0.4,-8.2,-4.3,22.3,0,-77.88,45.07
2019-01-01,Ontario,20.76898073,4.80440662,5.519590883,3881,Bancroft,0.5,3.163636364,3.8,-17.5,-8.5,26.5,0,-77.88,45.07
2019-02-01,Ontario,21.95115232,4.812215612,5.260358077,3881,Bancroft,-10.2,3.163636364,0.4,-31.5,-20.8,38.8,0,-77.88,45.07
2019-03-01,Ontario,21.23888284,4.80531286,5.702439377,3881,Bancroft,0.5,3.163636364,0,-25.9,-12.7,30.7,0,-77.88,45.07
2019-04-01,Ontario,20.93661076,4.713799262,5.407296737,3881,Bancroft,1.9,2.436363636,0.2,-15.6,-6.8,24.8,0,-77.88,45.07
2019-05-01,Ontario,21.34232334,4.98803556,5.685300788,3881,Bancroft,5.7,1.445454545,8.8,0.2,3,15,0,-77.88,45.07
2019-06-01,Ontario,21.18544873,5.072374124,6.013788489,3881,Bancroft,18.5,1.681818182,1.1,8.6,13.5,4.5,0,-77.88,45.07
2019-07-01,Ontario,21.40063917,5.006083751,6.049872337,3881,Bancroft,26.7,2.763636364,0,8.3,17.5,0.5,0,-77.88,45.07
2019-08-01,Ontario,21.81609458,4.820149509,6.289025335,3881,Bancroft,26.6,2.763636364,0,4.9,15.7,2.3,0,-77.88,45.07
2019-09-01,Ontario,21.9379484,4.83811159,6.329871675,3881,Bancroft,22.6,2.827272727,0,4.4,13.5,4.5,0,-77.88,45.07
2019-10-01,Ontario,22.51087194,4.986948579,6.480575145,3881,Bancroft,24.1,2.927272727,1.2,11.7,17.9,0.1,0,-77.88,45.07
2019-11-01,Ontario,22.22604923,5.125286469,6.141617874,3881,Bancroft,5.4,2.127272727,3,-2.4,1.5,16.5,0,-77.88,45.07
2019-12-01,Ontario,21.92523355,5.041163606,6.00035715,3881,Bancroft,-6.5,2.036363636,15.7,-14.7,-10.6,28.6,0,-77.88,45.07
2020-01-01,Ontario,23.98873515,5.028185232,6.451893004,3881,Bancroft,0.2,2.036363636,0.4,-5.7,-2.7,20.7,0,-77.88,45.07
2020-02-01,Ontario,23.36298913,4.919261549,6.174181848,3881,Bancroft,-1.5,2.036363636,0.7,-7.6,-4.6,22.6,0,-77.88,45.07
2020-03-01,Ontario,22.40898179,4.366581241,5.914143312,3881,Bancroft,2.1,2.036363636,1.3,-27.7,-12.8,30.8,0,-77.88,45.07
